date,open,high,low,close,Volume BTC,Volume USD,SMA_24,SMA_50,SMA_200,EMA_24,EMA_50,EMA_200,RSI,Close_Above_EMA24,Close_Above_EMA50,Close_Above_EMA200,EMA24_Above_EMA50,EMA24_Above_EMA200,EMA50_Above_EMA200,isGreenCandle,price_diff,RSI_overbuy,RSI_oversell,volume_BTC_normalized,volume_USD_normalized,volume_BTC_standardized,volume_USD_standardized,precio_entrada,monto_operacion,BTC,precio_take_profit,precio_stop_loss,exitosa
2019-01-01 04:36:00,3682.12,3682.12,3682.12,3682.12,2.0083401,7394.949249011999,3684.844583333333,3683.8936,3682.3749000000007,3683.720088318812,3683.738785402257,3683.969158629046,13.00256629597925,False,False,False,False,False,False,False,0.0,False,True,0.0023292392411600107,0.0009579421925604709,-0.23720262285170893,-0.27722539932679996,3682.12,100.0,0.0271582675197983,3718.9412,3645.2988,True
2019-01-01 14:34:00,3698.47,3698.47,3697.06,3697.11,0.41785054,1544.8394099394,3701.6358333333333,3706.9508,3708.6978,3701.886758504427,3704.841643897913,3707.6274981587258,25.95907928388732,False,False,False,False,False,False,True,-1.3599999999996726,False,True,0.0004846160641357013,0.00020011859468932667,-0.3395069274172444,-0.32144883647008726,3697.11,100.01,0.0270508586436432,3734.0811,3660.1389,False
2019-01-01 18:35:00,3650.0,3662.4,3629.66,3650.45,69.9558702,255370.40637159,3674.5816666666665,3679.7508,3684.7868,3675.070175165332,3679.112057700052,3686.5947349583766,8.245305164320214,False,False,False,False,False,False,False,0.4499999999998181,False,True,0.08113364764231727,0.033080698562920244,4.1333540841198815,1.5973252232777035,3650.45,99.999999,0.0273938826719993,3686.9545,3613.9455,True
2019-01-02 06:13:00,3793.88,3793.88,3793.88,3793.88,0.00666431,25.2835924228,3797.7412500000005,3798.9175999999993,3799.60595,3796.4116407688903,3797.4284822545164,3797.4293603240476,27.795874049946377,False,False,False,False,False,False,False,0.0,False,True,7.729155219902781e-06,3.275238158603763e-06,-0.3659554639968083,-0.33293579706232035,3793.88,100.0099989999,0.0263608756734266,3831.8188,3755.9412,True
2019-01-03 00:56:00,3873.88,3874.88,3873.0,3874.88,3.00244394,11634.1099742272,3880.85375,3883.548,3888.10315,3880.037087277348,3883.2614810130044,3883.3550972968605,29.384544192503498,False,False,False,False,False,False,False,1.0,False,True,0.0034821842398262493,0.0015070833405232424,-0.17325935370058765,-0.24517980308521453,3874.88,100.0199999998,0.0258124122552956,3913.6288,3836.1312,False
2019-01-03 05:24:00,3835.79,3840.75,3835.79,3838.31,5.71100326,21920.6009228906,3860.1491666666666,3864.0852,3868.8703499999997,3858.892793530821,3863.083831430945,3868.727571800904,13.682588597841857,False,False,False,False,False,False,False,2.519999999999982,False,True,0.006623526015132969,0.0028395960273997047,0.0009620210106677919,-0.16741989798823184,3838.31,100.0099979998,0.0260557375511097,3876.6931,3799.9269,False
2019-01-03 16:24:00,3790.62,3794.05,3781.66,3785.61,29.33867829,111064.7939214069,3829.075833333333,3835.6216,3841.3084499999995,3827.8234319808334,3833.671626851673,3839.077415935712,29.149835603569684,False,False,False,False,False,False,True,-5.0099999999997635,False,True,0.03402650813815712,0.014387340416104153,1.5207537400110862,0.5064584947607009,3785.61,99.99999700000002,0.0264158212282829,3823.4661,3747.7539,False
2019-01-04 14:44:00,3732.4,3746.94,3732.38,3739.15,22.00841285,82292.7569080775,3768.142916666667,3774.518,3781.7401499999996,3767.020473313689,3772.282088108239,3780.4355325987985,27.608325697080843,False,False,False,False,False,False,False,6.75,False,True,0.025524988942794216,0.010660208925017556,1.0492525576204392,0.2889585835889443,3739.15,99.9899970003,0.0267413708998836,3776.5415,3701.7585,True
2019-01-05 06:41:00,3834.11,3834.11,3831.44,3831.44,0.1343651,514.811818744,3838.4070833333335,3846.9663999999993,3846.6472500000004,3838.8148548530507,3843.636588829933,3845.884418966816,28.994515539305993,False,False,False,False,False,False,True,-2.6700000000000728,False,True,0.00015583439456414228,6.668875550018949e-05,-0.35774142673307446,-0.3292352476124638,3831.44,99.99999600000002,0.0260998465328962,3869.7544,3793.1256,False
2019-01-05 22:11:00,3780.0,3799.98,3780.0,3790.1,12.21140586,46282.449349986,3831.53125,3836.607,3840.73005,3827.8960152958743,3834.0141724506857,3838.5633689957176,13.292050691243773,False,False,False,False,False,False,False,10.099999999999909,False,True,0.014162584175281523,0.005995431410610156,0.4190843300869996,0.01674154551395344,3790.1,99.98999600040004,0.0263818886046278,3828.001,3752.199,True
