date,precio_entrada,monto_operacion,BTC,precio_take_profit,precio_stop_loss,exitosa
2019-06-04 21:37:00,7560.28,100.34035991453692,0.013272042823088156,7635.882799999999,7484.6772,False
2019-06-05 04:47:00,7764.31,100.33032587854547,0.01292198867362914,7841.953100000001,7686.6669,True
2019-06-05 12:40:00,7774.62,100.34035891113332,0.012906143182706463,7852.3662,7696.873799999999,False
2019-06-05 14:47:00,7662.71,100.33032487524221,0.0130933214065575,7739.3371,7586.0829,True
2019-06-05 20:50:00,7683.0,100.34035790772974,0.013060049187521768,7759.83,7606.17,True
2019-06-06 05:16:00,7795.41,100.35039194352052,0.012873010135903118,7873.3641,7717.4559,False
2019-06-06 13:07:00,7697.69,100.34035690432617,0.013035125720096052,7774.666899999999,7620.7131,False
2019-06-06 18:10:00,7599.99,100.33032286863575,0.013201375642420023,7675.9899,7523.9901,False
2019-06-06 18:29:00,7488.57,100.32028983634888,0.013396454842025765,7563.4556999999995,7413.6843,True
2019-06-07 11:40:00,7920.02,100.33032186533252,0.012667937942749199,7999.220200000001,7840.8198,True
2019-06-07 19:48:00,8004.38,100.34035489751905,0.012535681076800333,8084.4238000000005,7924.3362,False
2019-06-07 21:00:00,7890.03,100.3303208620293,0.012716088641238283,7968.9303,7811.1296999999995,True
2019-06-08 01:53:00,7980.0,100.34035389411551,0.012573979184726254,8059.8,7900.2,False
2019-06-08 12:24:00,7933.75,100.33031985872611,0.012646014792339828,8013.0875,7854.4125,False
2019-06-08 18:41:00,7834.81,100.32028682674024,0.012804431355290075,7913.158100000001,7756.4619,True
2019-06-09 01:53:00,7890.29,100.33031885542292,0.012715669367719427,7969.1929,7811.3871,False
2019-06-09 12:25:00,7790.13,100.32028582353738,0.01287787056487342,7868.031300000001,7712.2287,False
2019-06-09 15:42:00,7747.51,100.31025379495503,0.01294741843443313,7824.9851,7670.034900000001,False
2019-06-09 16:32:00,7629.99,100.30022276957554,0.013145524800107935,7706.2899,7553.6901,True
2019-06-09 21:37:00,7649.79,100.31025279185249,0.01311281130486621,7726.2879,7573.2921,False
2019-06-09 22:09:00,7573.52,100.3002217665733,0.013243540885423594,7649.2552000000005,7497.7848,True
2019-06-10 00:12:00,7585.59,100.31025178874998,0.013223790343104488,7661.445900000001,7509.7341,True
2019-06-10 05:13:00,7638.8,100.32028281392887,0.013132989843159772,7715.188,7562.412,True
2019-06-10 10:17:00,7691.39,100.33031484221024,0.013044497137995895,7768.303900000001,7614.4761,True
2019-06-10 17:46:00,7922.24,100.34034787369447,0.01266565363756898,8001.462399999999,7843.0176,True
2019-06-10 20:48:00,7912.65,100.35038190848184,0.01268227229922742,7991.7765,7833.523499999999,True
2019-06-11 01:39:00,7968.54,100.36041694667269,0.012594580305385012,8048.2254,7888.8546,False
2019-06-11 10:12:00,7855.35,100.35038090497801,0.01277478163353358,7933.9035,7776.7965,False
2019-06-11 11:38:00,7774.36,100.34034586688752,0.01290657312844884,7852.1035999999995,7696.6164,True
2019-06-12 00:15:00,7895.85,100.35037990147421,0.01270925611574108,7974.8085,7816.891500000001,True
2019-06-12 09:05:00,7922.7,100.36041493946436,0.012667451113820335,8001.927,7843.473,True
2019-06-12 14:18:00,7954.75,100.37045098095828,0.012617675097389393,8034.2975,7875.2025,True
2019-06-12 20:30:00,8126.04,100.3804880260564,0.012352940426832307,8207.3004,8044.7796,True
2019-06-13 23:15:00,8253.47,100.39052607485901,0.012163432601664394,8336.0047,8170.935299999999,True
2019-06-14 17:01:00,8360.99,100.40056512746649,0.012008214951514893,8444.5999,8277.3801,True
2019-06-15 04:45:00,8641.48,100.41060518397924,0.011619607426503243,8727.8948,8555.0652,True
2019-06-15 09:31:00,8674.98,100.42064624449765,0.011575893690186911,8761.7298,8588.2302,True
2019-06-15 20:23:00,8770.99,100.43068830912209,0.011450325255087749,8858.6999,8683.2801,True
2019-06-16 09:29:00,9134.63,100.44073137795301,0.010995599315785426,9225.976299999998,9043.2837,True
2019-06-16 17:09:00,9160.58,100.45077545109079,0.010965547536410445,9252.1858,9068.9742,False
2019-06-16 17:25:00,9084.07,100.44073037354569,0.011056798370504156,9174.9107,8993.229299999999,False
2019-06-16 19:30:00,8981.97,100.43068630050834,0.011181365146010102,9071.7897,8892.1503,False
2019-06-16 19:38:00,8926.56,100.4206432318783,0.01124964636230287,9015.8256,8837.294399999999,False
2019-06-16 20:15:00,8852.0,100.41060116755511,0.011343267190189237,8940.52,8763.48,True
2019-06-16 20:53:00,8893.08,100.42064222767185,0.011291998073521417,8982.0108,8804.1492,True
2019-06-17 06:50:00,9154.98,100.43068429189464,0.010970060479858464,9246.5298,9063.430199999999,True
2019-06-17 15:43:00,9264.54,100.44072736032383,0.010841415478839081,9357.1854,9171.894600000001,False
2019-06-17 16:20:00,9167.4,100.4306832875878,0.010955198124614155,9259.074,9075.725999999999,True
2019-06-17 21:15:00,9220.0,100.44072635591657,0.01089378810801698,9312.2,9127.8,True
2019-06-18 01:03:00,9270.67,100.45077042855215,0.010835330178784505,9363.3767,9177.9633,False
2019-06-18 05:32:00,9166.04,100.4407253515093,0.010957919161547331,9257.700400000002,9074.3796,False
2019-06-18 07:48:00,9036.57,100.43068127897415,0.011113805490243992,9126.9357,8946.2043,True
2019-06-18 11:52:00,9172.78,100.44072434710205,0.010949867362686343,9264.507800000001,9081.0522,False
2019-06-18 15:22:00,9023.4,100.43068027466734,0.01113002640630664,9113.634,8933.166,True
2019-06-18 21:46:00,9047.25,100.44072334269481,0.0111017959427113,9137.7225,8956.7775,False
2019-06-18 22:53:00,8985.53,100.43067927036053,0.01117693439010949,9075.3853,8895.674700000001,True
2019-06-19 07:09:00,9130.22,100.44072233828756,0.011000909325108,9221.5222,9038.9178,True
2019-06-20 06:01:00,9296.0,100.4507664105214,0.010805805336760047,9388.960000000001,9203.039999999999,True
2019-06-21 06:37:00,9681.62,100.46081148716243,0.010376446450817365,9778.4362,9584.803800000002,True
2019-06-21 22:15:00,9877.03,100.47085756831115,0.010172172967816352,9975.8003,9778.2597,True
2019-06-22 14:37:00,10357.96,100.48090465406798,0.009700839224525679,10461.5396,10254.380399999998,True
2019-06-22 17:22:00,10800.85,100.49095274453339,0.009303985588591026,10908.8585,10692.8415,False
2019-06-22 18:45:00,10683.94,100.48090364925893,0.009404854730488839,10790.779400000001,10577.1006,False
2019-06-22 19:03:00,10507.28,100.470855558894,0.009562023240923817,10612.3528,10402.2072,True
2019-06-22 20:10:00,10600.43,100.48090264444988,0.009478945914877971,10706.4343,10494.4257,False
2019-06-22 22:12:00,10470.09,100.47085455418545,0.009595987670992843,10574.7909,10365.3891,True
2019-06-23 03:16:00,10647.5,100.48090163964088,0.009437041713044459,10753.975,10541.025,True
2019-06-23 04:15:00,10699.01,100.49094972980484,0.00939254657485177,10806.000100000001,10592.0199,False
2019-06-23 09:22:00,10571.46,100.48090063483185,0.009504921802176035,10677.174599999998,10465.7454,True
2019-06-23 13:45:00,10587.96,100.49094872489533,0.009491058591541273,10693.8396,10482.080399999999,True
2019-06-23 22:26:00,10838.96,100.50099781976782,0.009272199345672262,10947.3496,10730.570399999999,False
2019-06-24 00:12:00,10699.75,100.49094771998584,0.009391896793849,10806.7475,10592.7525,False
2019-06-24 00:19:00,10618.73,100.48089862521385,0.009462609805995054,10724.9173,10512.5427,True
2019-06-24 13:26:00,10851.36,100.49094671507638,0.009260677621521761,10959.8736,10742.8464,True
2019-06-24 19:15:00,10933.7,100.50099580974789,0.009191855987428582,11043.037,10824.363000000001,False
2019-06-24 20:31:00,10858.49,100.49094571016693,0.009254596699003907,10967.0749,10749.9051,True
2019-06-25 12:21:00,11080.37,100.50099480473793,0.009070184010528342,11191.173700000001,10969.5663,True
2019-06-25 13:29:00,11223.19,100.51104490421842,0.00895565742932432,11335.421900000001,11110.9581,True
2019-06-25 17:36:00,11263.74,100.52109600870882,0.008924308978075562,11376.3774,11151.1026,True
2019-06-26 09:15:00,12447.3,100.53114811830969,0.008076542552867666,12571.773,12322.827,False
2019-06-26 09:30:00,12299.0,100.52109500349786,0.008173111228839569,12421.99,12176.01,True
2019-06-26 20:41:00,12213.64,100.53114711299823,0.00823105537030715,12335.776399999999,12091.5036,False
2019-06-26 20:45:00,11881.82,100.52109399828693,0.008460075476508391,12000.6382,11763.0018,True
2019-06-26 21:11:00,12273.42,100.53114610768677,0.008190964385451388,12396.1542,12150.6858,False
2019-06-26 21:13:00,11927.0,100.521092993076,0.008428028254638719,12046.27,11807.73,True
2019-06-26 22:32:00,12400.4,100.5311451023753,0.008107088892485348,12524.404,12276.395999999999,False
2019-06-26 22:37:00,12173.28,100.52109198786506,0.00825751908999588,12295.0128,12051.5472,True
2019-06-27 01:45:00,12481.23,100.53114409706384,0.008054586294544997,12606.0423,12356.4177,True
2019-06-27 03:10:00,12631.13,100.54119721147356,0.007959794350265855,12757.441299999999,12504.8187,True
2019-06-27 06:05:00,12716.94,100.55125133119469,0.00790687471445133,12844.109400000001,12589.7706,False
2019-06-27 06:27:00,12490.9,100.54119620606156,0.008049155481675585,12615.809,12365.991,False
2019-06-27 06:30:00,12418.93,100.53114208644097,0.008094992248643077,12543.1193,12294.7407,False
2019-06-27 06:37:00,12224.34,100.5210889722323,0.00822302790761974,12346.5834,12102.0966,True
2019-06-27 07:39:00,12258.49,100.53114108112952,0.008200940008200808,12381.0749,12135.9051,True
2019-06-27 08:08:00,12246.15,100.54119419523762,0.0082100247175837,12368.611499999999,12123.6885,False
2019-06-27 08:27:00,12036.12,100.53114007581812,0.008352454119418725,12156.4812,11915.758800000001,False
2019-06-27 08:56:00,11816.03,100.52108696181052,0.00850717939627866,11934.1903,11697.869700000001,False
2019-06-27 09:12:00,11482.14,100.51103485311434,0.008753684840379437,11596.9614,11367.318599999999,False
2019-06-27 10:59:00,11709.98,100.50098374962903,0.008582506865906605,11827.0798,11592.8802,True
2019-06-27 12:44:00,11751.34,100.51103384800399,0.008553155116608318,11868.8534,11633.8266,False
2019-06-27 13:14:00,11545.95,100.50098274461918,0.008704435992241364,11661.409500000002,11430.4905,True
2019-06-27 13:50:00,11570.23,100.51103284289364,0.008687038446331114,11685.9323,11454.527699999999,False
2019-06-27 14:05:00,11415.02,100.50098173960936,0.008804275571975289,11529.1702,11300.8698,True
2019-06-27 15:25:00,11599.07,100.51103183778332,0.008665438853096268,11715.0607,11483.0793,True
