date,open,high,low,close,Volume BTC,Volume USD,SMA_24,SMA_50,SMA_200,EMA_24,EMA_50,EMA_200,RSI,Close_Above_EMA24,Close_Above_EMA50,Close_Above_EMA200,EMA24_Above_EMA50,EMA24_Above_EMA200,EMA50_Above_EMA200,isGreenCandle,price_diff,RSI_overbuy,RSI_oversell,volume_BTC_normalized,volume_USD_normalized,volume_BTC_standardized,volume_USD_standardized,precio_entrada,monto_operacion,BTC,precio_take_profit,precio_stop_loss,exitosa
2018-01-01 04:12:00,13417.36,13417.36,13379.02,13379.02,7.49412021,100263.9841719942,13471.249166666666,13526.4084,13500.566649999999,13473.187887071323,13489.35589105718,13527.464710742748,29.097177332471176,False,False,False,False,False,False,True,-38.340000000000146,False,True,0.010026522244301728,0.01826725496834258,0.0009586801392391238,0.293964131896778,13379.02,100.0,0.0074743890060706,13512.8102,13245.2298,True
2018-01-01 08:37:00,13495.79,13499.99,13446.77,13499.96,0.49911989,6738.0985502044,13648.080833333333,13652.122800000001,13672.171499999999,13637.277749517172,13671.130694684314,13676.288273705102,25.601785796474175,False,False,False,False,False,False,False,4.169999999998254,False,True,0.0006677817461455467,0.0012276249067387837,-0.38895576630773615,-0.36364592945036556,13499.96,100.01,0.0074081700982817,13634.9596,13364.960399999998,False
2018-01-01 11:06:00,13319.29,13332.23,13262.15,13262.15,51.67359585,685302.9792020775,13536.864583333334,13545.59,13576.26235,13534.112097837344,13548.688513914914,13580.615074368725,21.553193622781606,False,False,False,False,False,False,True,-57.14000000000124,False,True,0.06913506104982567,0.12485644127381312,2.4636055708384847,4.407558211807527,13262.15,99.999999,0.0075402554638576,13394.7715,13129.5285,False
2018-01-01 12:59:00,13250.0,13321.01,13250.0,13250.35,6.70225057,88807.16584019951,13323.149583333332,13310.6712,13404.33075,13316.789705357298,13317.671142914887,13389.94324953587,26.247500918030056,False,False,False,False,False,False,False,0.3500000000003638,False,True,0.008967065184959041,0.016179918989015593,-0.04318161981985588,0.21340762119468337,13250.35,99.9899990001,0.0075462156848762,13382.8535,13117.8465,False
2018-01-01 13:05:00,13106.63,13110.74,13082.12,13082.22,9.59193941,125483.8615882902,13285.047083333333,13288.6338,13392.461399999998,13274.279436685543,13295.71647839993,13379.985049227269,14.490271499564543,False,False,False,False,False,False,True,-24.409999999999854,False,True,0.012833233410377785,0.022862104602918605,0.11789505965234778,0.47129306093750856,13082.22,99.9800000002,0.0076424337765455,13213.0422,12951.3978,True
2018-01-01 13:49:00,13050.0,13050.0,13000.0,13005.47,30.60786281,398069.6415395707,13132.727083333333,13154.042799999997,13301.011100000002,13148.699085861643,13179.528484878765,13301.759370174817,29.572038457533324,False,False,False,False,False,False,True,-44.530000000000655,False,True,0.04095082661010592,0.0725249420039623,1.2893620738358489,2.387929832504817,13005.47,99.98999800020005,0.0076883033062396,13135.5247,12875.4153,False
2018-01-01 14:11:00,12861.71,12870.0,12839.05,12839.05,11.53474838,148095.211188239,13005.636249999998,13084.476999999999,13239.57395,13007.932364675706,13071.983683140099,13243.155774718603,28.20363515368301,False,False,False,False,False,False,True,-22.659999999999854,False,True,0.01543255351844607,0.026981702399990468,0.2261908780133351,0.630280606457203,12839.05,99.97999900040004,0.0077871804378361,12967.4405,12710.6595,True
2018-01-01 16:57:00,13094.56,13094.56,13066.09,13081.38,0.73504722,9615.4320027636,13138.6825,13154.6266,13131.908699999998,13149.16139650039,13159.791721064583,13183.667525513907,26.737785848038982,False,False,False,False,False,False,True,-13.180000000000291,False,True,0.0009834332910897015,0.0017518508712354322,-0.37580473413184873,-0.343414488543135,13081.38,99.98999700030006,0.0076436887392843,13212.1938,12950.5662,True
2018-01-01 18:01:00,13040.91,13060.54,13040.46,13059.16,4.49636425,58718.74015903,13159.719583333334,13176.2418,13188.4308,13153.291835526112,13166.63116570269,13177.151178276485,29.138898919930156,False,False,False,False,False,False,False,18.25,False,True,0.0060157690172824236,0.010698060791847782,-0.1661418634282158,0.0018463905633321295,13059.16,99.99999600000008,0.0076574600510293,13189.7516,12928.5684,True
2018-01-02 02:30:00,13508.53,13512.42,13462.82,13510.0,7.82498539,105715.5526189,13594.937083333332,13641.6402,13634.99525,13594.019840231444,13635.617677875587,13640.81147809145,28.96411738397468,False,False,False,False,False,False,False,1.4699999999993452,False,True,0.010469192897316898,0.01926048490648437,0.019401726258825126,0.33229583265506124,13510.0,100.0099959996001,0.0074026643967135,13645.1,13374.9,False
